lambda	class
2.542000000e-01	1
2.544000000e-01	1
2.546000000e-01	1
2.548000000e-01	1
2.550000000e-01	1
2.552000000e-01	1
2.554000000e-01	1
2.556000000e-01	1
2.558000000e-01	1
2.560000000e-01	1
2.562000000e-01	1
2.564000000e-01	1
2.566000000e-01	1
2.568000000e-01	1
2.570000000e-01	1
2.572000000e-01	1
2.574000000e-01	1
2.576000000e-01	1
2.578000000e-01	1
2.580000000e-01	1
2.582000000e-01	1
2.584000000e-01	1
2.586000000e-01	1
2.588000000e-01	1
2.590000000e-01	1
2.592000000e-01	1
2.594000000e-01	1
2.596000000e-01	1
2.598000000e-01	1
2.600000000e-01	1
2.602000000e-01	1
2.604000000e-01	1
2.606000000e-01	1
2.608000000e-01	1
2.610000000e-01	1
2.612000000e-01	1
2.614000000e-01	1
2.616000000e-01	1
2.618000000e-01	1
2.620000000e-01	1
2.622000000e-01	1
2.624000000e-01	1
2.626000000e-01	1
2.628000000e-01	1
2.630000000e-01	1
2.632000000e-01	1
2.634000000e-01	1
2.636000000e-01	1
2.638000000e-01	1
2.640000000e-01	1
2.642000000e-01	1
2.644000000e-01	1
2.646000000e-01	1
2.648000000e-01	1
2.650000000e-01	1
2.652000000e-01	1
2.654000000e-01	1
2.656000000e-01	1
2.658000000e-01	1
2.660000000e-01	1
2.662000000e-01	1
2.664000000e-01	1
2.666000000e-01	1
2.668000000e-01	1
2.670000000e-01	1
2.672000000e-01	1
2.674000000e-01	1
2.676000000e-01	1
2.678000000e-01	1
2.680000000e-01	1
2.682000000e-01	1
2.684000000e-01	1
2.686000000e-01	1
2.688000000e-01	1
2.690000000e-01	1
2.692000000e-01	1
2.694000000e-01	1
2.696000000e-01	1
2.698000000e-01	1
2.700000000e-01	1
2.702000000e-01	1
2.704000000e-01	1
2.706000000e-01	1
2.708000000e-01	1
2.710000000e-01	1
2.712000000e-01	1
2.714000000e-01	1
2.716000000e-01	1
2.718000000e-01	1
2.720000000e-01	1
2.722000000e-01	1
2.724000000e-01	1
2.726000000e-01	1
2.728000000e-01	1
2.730000000e-01	1
2.732000000e-01	1
2.734000000e-01	1
2.736000000e-01	1
2.738000000e-01	1
2.740000000e-01	1
2.742000000e-01	1
2.744000000e-01	1
2.746000000e-01	1
2.748000000e-01	1
2.750000000e-01	1
2.752000000e-01	1
2.754000000e-01	1
2.756000000e-01	1
2.758000000e-01	1
2.760000000e-01	1
2.762000000e-01	1
2.764000000e-01	1
2.766000000e-01	1
2.768000000e-01	1
2.770000000e-01	1
2.772000000e-01	1
2.774000000e-01	1
2.776000000e-01	1
2.778000000e-01	1
2.780000000e-01	1
2.782000000e-01	1
2.784000000e-01	1
2.786000000e-01	1
2.788000000e-01	1
2.790000000e-01	1
2.792000000e-01	1
2.794000000e-01	1
2.796000000e-01	1
2.798000000e-01	1
2.800000000e-01	1
2.802000000e-01	1
2.804000000e-01	1
2.806000000e-01	1
2.808000000e-01	1
2.810000000e-01	1
2.812000000e-01	1
2.814000000e-01	1
2.816000000e-01	1
2.818000000e-01	1
2.820000000e-01	1
2.822000000e-01	1
2.824000000e-01	1
2.826000000e-01	1
2.828000000e-01	1
2.830000000e-01	1
2.832000000e-01	1
2.834000000e-01	1
2.836000000e-01	1
2.838000000e-01	1
2.840000000e-01	1
2.842000000e-01	1
2.844000000e-01	1
2.846000000e-01	1
2.848000000e-01	1
2.850000000e-01	1
2.852000000e-01	1
2.854000000e-01	1
2.856000000e-01	1
2.858000000e-01	1
2.860000000e-01	1
2.862000000e-01	1
2.864000000e-01	1
2.866000000e-01	1
2.868000000e-01	1
2.870000000e-01	1
2.872000000e-01	1
2.874000000e-01	1
2.876000000e-01	1
2.878000000e-01	1
2.880000000e-01	1
2.882000000e-01	1
2.884000000e-01	1
2.886000000e-01	1
2.888000000e-01	1
2.890000000e-01	1
2.892000000e-01	1
2.894000000e-01	1
2.896000000e-01	1
2.898000000e-01	1
2.900000000e-01	1
2.902000000e-01	1
2.904000000e-01	1
2.906000000e-01	1
2.908000000e-01	1
2.910000000e-01	1
2.912000000e-01	1
2.914000000e-01	1
2.916000000e-01	1
2.918000000e-01	1
2.920000000e-01	1
2.922000000e-01	1
2.924000000e-01	1
2.926000000e-01	1
2.928000000e-01	1
2.930000000e-01	1
2.932000000e-01	1
2.934000000e-01	1
2.936000000e-01	1
2.938000000e-01	1
2.940000000e-01	1
2.942000000e-01	1
2.944000000e-01	1
2.946000000e-01	1
2.948000000e-01	1
2.950000000e-01	1
2.952000000e-01	1
2.954000000e-01	1
2.956000000e-01	1
2.958000000e-01	1
2.960000000e-01	1
2.962000000e-01	1
2.964000000e-01	1
2.966000000e-01	1
2.968000000e-01	1
2.970000000e-01	1
2.972000000e-01	1
2.974000000e-01	1
2.976000000e-01	1
2.978000000e-01	1
2.980000000e-01	1
2.982000000e-01	1
2.984000000e-01	1
2.986000000e-01	1
2.988000000e-01	1
2.990000000e-01	1
2.992000000e-01	1
2.994000000e-01	1
2.996000000e-01	1
2.998000000e-01	1
3.000000000e-01	1
3.002000000e-01	1
3.004000000e-01	1
3.006000000e-01	1
3.008000000e-01	1
3.010000000e-01	1
3.012000000e-01	1
3.014000000e-01	1
3.016000000e-01	1
3.018000000e-01	1
3.020000000e-01	1
3.022000000e-01	1
3.024000000e-01	1
3.026000000e-01	1
3.028000000e-01	1
3.030000000e-01	1
3.032000000e-01	1
3.034000000e-01	1
3.036000000e-01	1
3.038000000e-01	1
3.040000000e-01	1
3.042000000e-01	1
3.044000000e-01	1
3.046000000e-01	1
3.048000000e-01	1
3.050000000e-01	1
3.052000000e-01	1
3.054000000e-01	1
3.056000000e-01	1
3.058000000e-01	1
3.060000000e-01	1
3.062000000e-01	1
3.064000000e-01	1
3.066000000e-01	1
3.068000000e-01	1
3.070000000e-01	1
3.072000000e-01	1
3.074000000e-01	1
3.076000000e-01	1
3.078000000e-01	1
3.080000000e-01	1
3.082000000e-01	1
3.084000000e-01	1
3.086000000e-01	1
3.088000000e-01	1
3.090000000e-01	1
3.092000000e-01	1
3.094000000e-01	1
3.096000000e-01	1
3.098000000e-01	1
3.100000000e-01	1
3.102000000e-01	1
3.104000000e-01	1
3.106000000e-01	1
3.108000000e-01	1
3.110000000e-01	1
3.112000000e-01	1
3.114000000e-01	1
3.116000000e-01	1
3.118000000e-01	1
3.120000000e-01	1
3.122000000e-01	1
3.124000000e-01	1
3.126000000e-01	1
3.128000000e-01	1
3.130000000e-01	1
3.132000000e-01	1
3.134000000e-01	1
3.136000000e-01	1
3.138000000e-01	1
3.140000000e-01	1
3.142000000e-01	1
3.144000000e-01	1
3.146000000e-01	1
3.148000000e-01	1
3.150000000e-01	1
3.152000000e-01	1
3.154000000e-01	1
3.156000000e-01	1
3.158000000e-01	1
3.160000000e-01	1
3.162000000e-01	1
3.164000000e-01	1
3.166000000e-01	1
3.168000000e-01	1
3.170000000e-01	1
3.172000000e-01	1
3.174000000e-01	1
3.176000000e-01	1
3.178000000e-01	1
3.180000000e-01	100
3.182000000e-01	100
3.184000000e-01	7
3.186000000e-01	1
3.188000000e-01	1
3.190000000e-01	1
3.192000000e-01	1
3.194000000e-01	1
3.196000000e-01	1
3.198000000e-01	1
3.200000000e-01	1
3.202000000e-01	1
3.204000000e-01	1
3.206000000e-01	1
3.208000000e-01	1
3.210000000e-01	1
3.212000000e-01	1
3.214000000e-01	1
3.216000000e-01	1
3.218000000e-01	1
3.220000000e-01	1
3.222000000e-01	1
3.224000000e-01	1
3.226000000e-01	1
3.228000000e-01	1
3.230000000e-01	1
3.232000000e-01	1
3.234000000e-01	1
3.236000000e-01	1
3.238000000e-01	1
3.240000000e-01	1
3.242000000e-01	1
3.244000000e-01	1
3.246000000e-01	1
3.248000000e-01	1
3.250000000e-01	1
3.252000000e-01	1
3.254000000e-01	1
3.256000000e-01	1
3.258000000e-01	1
3.260000000e-01	1
3.262000000e-01	1
3.264000000e-01	1
3.266000000e-01	1
3.268000000e-01	1
3.270000000e-01	1
3.272000000e-01	1
3.274000000e-01	1
3.276000000e-01	1
3.278000000e-01	1
3.280000000e-01	1
3.282000000e-01	1
3.284000000e-01	1
3.286000000e-01	1
3.288000000e-01	1
3.290000000e-01	1
3.292000000e-01	1
3.294000000e-01	1
3.296000000e-01	1
3.298000000e-01	1
3.300000000e-01	1
3.302000000e-01	1
3.304000000e-01	1
3.306000000e-01	1
3.308000000e-01	1
3.310000000e-01	1
3.312000000e-01	1
3.314000000e-01	1
3.316000000e-01	1
3.318000000e-01	1
3.320000000e-01	1
3.322000000e-01	1
3.324000000e-01	1
3.326000000e-01	1
3.328000000e-01	1
3.330000000e-01	1
3.332000000e-01	1
3.334000000e-01	1
3.336000000e-01	1
3.338000000e-01	1
3.340000000e-01	1
3.342000000e-01	1
3.344000000e-01	1
3.346000000e-01	1
3.348000000e-01	1
3.350000000e-01	1
3.352000000e-01	1
3.354000000e-01	1
3.356000000e-01	1
3.358000000e-01	1
3.360000000e-01	1
3.362000000e-01	1
3.364000000e-01	1
3.366000000e-01	1
3.368000000e-01	1
3.370000000e-01	1
3.372000000e-01	1
3.374000000e-01	1
3.376000000e-01	1
3.378000000e-01	1
3.380000000e-01	1
3.382000000e-01	1
3.384000000e-01	1
3.386000000e-01	1
3.388000000e-01	1
3.390000000e-01	1
3.392000000e-01	1
3.394000000e-01	1
3.396000000e-01	1
3.398000000e-01	1
3.400000000e-01	1
3.402000000e-01	1
3.404000000e-01	1
3.406000000e-01	1
3.408000000e-01	1
3.410000000e-01	1
3.412000000e-01	1
3.414000000e-01	1
3.416000000e-01	1
3.418000000e-01	1
3.420000000e-01	1
3.422000000e-01	1
3.424000000e-01	1
3.426000000e-01	1
3.428000000e-01	1
3.430000000e-01	1
3.432000000e-01	1
3.434000000e-01	1
3.436000000e-01	1
3.438000000e-01	1
3.440000000e-01	1
3.442000000e-01	1
3.444000000e-01	1
3.446000000e-01	1
3.448000000e-01	1
3.450000000e-01	1
3.452000000e-01	1
3.454000000e-01	1
3.456000000e-01	1
3.458000000e-01	1
3.460000000e-01	1
3.462000000e-01	1
3.464000000e-01	1
3.466000000e-01	1
3.468000000e-01	1
3.470000000e-01	1
3.472000000e-01	1
3.474000000e-01	1
3.476000000e-01	1
3.478000000e-01	1
3.480000000e-01	1
3.482000000e-01	1
3.484000000e-01	1
3.486000000e-01	1
3.488000000e-01	1
3.490000000e-01	1
3.492000000e-01	1
3.494000000e-01	1
3.496000000e-01	1
3.498000000e-01	1
3.500000000e-01	1
3.502000000e-01	1
3.504000000e-01	1
3.506000000e-01	1
3.508000000e-01	1
3.510000000e-01	1
3.512000000e-01	1
3.514000000e-01	1
3.516000000e-01	1
3.518000000e-01	1
3.520000000e-01	1
3.522000000e-01	1
3.524000000e-01	1
3.526000000e-01	1
3.528000000e-01	1
3.530000000e-01	1
3.532000000e-01	1
3.534000000e-01	1
3.536000000e-01	1
3.538000000e-01	1
3.540000000e-01	1
3.542000000e-01	1
3.544000000e-01	1
3.546000000e-01	1
3.548000000e-01	1
3.550000000e-01	1
3.552000000e-01	1
3.554000000e-01	1
3.556000000e-01	1
3.558000000e-01	1
3.560000000e-01	1
3.562000000e-01	1
3.564000000e-01	1
3.566000000e-01	1
3.568000000e-01	1
3.570000000e-01	1
3.572000000e-01	1
3.574000000e-01	1
3.576000000e-01	1
3.578000000e-01	1
3.580000000e-01	1
3.582000000e-01	1
3.584000000e-01	1
3.586000000e-01	1
3.588000000e-01	1
3.590000000e-01	1
3.592000000e-01	1
3.594000000e-01	1
3.596000000e-01	1
3.598000000e-01	1
3.600000000e-01	1
3.602000000e-01	1
3.604000000e-01	1
3.606000000e-01	1
3.608000000e-01	1
3.610000000e-01	1
3.612000000e-01	1
3.614000000e-01	1
3.616000000e-01	1
3.618000000e-01	1
3.620000000e-01	1
3.622000000e-01	1
3.624000000e-01	1
3.626000000e-01	1
3.628000000e-01	1
3.630000000e-01	1
3.632000000e-01	1
3.634000000e-01	1
3.636000000e-01	1
3.638000000e-01	1
3.640000000e-01	1
3.642000000e-01	1
3.644000000e-01	1
3.646000000e-01	1
3.648000000e-01	1
3.650000000e-01	1
3.652000000e-01	1
3.654000000e-01	1
3.656000000e-01	1
3.658000000e-01	1
3.660000000e-01	1
3.662000000e-01	1
3.664000000e-01	1
3.666000000e-01	1
3.668000000e-01	1
3.670000000e-01	1
3.672000000e-01	1
3.674000000e-01	1
3.676000000e-01	1
3.678000000e-01	1
3.680000000e-01	1
3.682000000e-01	1
3.684000000e-01	1
3.686000000e-01	1
3.688000000e-01	1
3.690000000e-01	1
3.692000000e-01	1
3.694000000e-01	1
3.696000000e-01	1
3.698000000e-01	1
3.700000000e-01	1
3.702000000e-01	1
3.704000000e-01	1
3.706000000e-01	1
3.708000000e-01	1
3.710000000e-01	1
3.712000000e-01	1
3.714000000e-01	1
3.716000000e-01	1
3.718000000e-01	1
3.720000000e-01	1
3.722000000e-01	1
3.724000000e-01	1
3.726000000e-01	1
3.728000000e-01	1
3.730000000e-01	1
3.732000000e-01	1
3.734000000e-01	1
3.736000000e-01	1
3.738000000e-01	1
3.740000000e-01	1
3.742000000e-01	1
3.744000000e-01	1
3.746000000e-01	1
3.748000000e-01	1
3.750000000e-01	1
3.752000000e-01	1
3.754000000e-01	1
3.756000000e-01	1
3.758000000e-01	1
3.760000000e-01	1
3.762000000e-01	1
3.764000000e-01	1
3.766000000e-01	1
3.768000000e-01	1
3.770000000e-01	1
3.772000000e-01	1
3.774000000e-01	1
3.776000000e-01	1
3.778000000e-01	1
3.780000000e-01	1
3.782000000e-01	1
3.784000000e-01	1
3.786000000e-01	1
3.788000000e-01	1
3.790000000e-01	1
3.792000000e-01	1
3.794000000e-01	1
3.796000000e-01	1
3.798000000e-01	1
3.800000000e-01	1
3.802000000e-01	1
3.804000000e-01	1
3.806000000e-01	1
3.808000000e-01	1
3.810000000e-01	1
3.812000000e-01	1
3.814000000e-01	1
3.816000000e-01	1
3.818000000e-01	1
3.820000000e-01	1
3.822000000e-01	1
3.824000000e-01	1
3.826000000e-01	1
3.828000000e-01	1
3.830000000e-01	1
3.832000000e-01	1
3.834000000e-01	1
3.836000000e-01	1
3.838000000e-01	1
3.840000000e-01	1
3.842000000e-01	1
3.844000000e-01	1
3.846000000e-01	1
3.848000000e-01	1
3.850000000e-01	1
3.852000000e-01	1
3.854000000e-01	1
3.856000000e-01	1
3.858000000e-01	1
3.860000000e-01	1
3.862000000e-01	1
3.864000000e-01	1
3.866000000e-01	1
3.868000000e-01	1
3.870000000e-01	1
3.872000000e-01	1
3.874000000e-01	1
3.876000000e-01	1
3.878000000e-01	1
3.880000000e-01	1
3.882000000e-01	1
3.884000000e-01	1
3.886000000e-01	1
3.888000000e-01	1
3.890000000e-01	1
3.892000000e-01	1
3.894000000e-01	1
3.896000000e-01	1
3.898000000e-01	1
3.900000000e-01	1
3.902000000e-01	1
3.904000000e-01	1
3.906000000e-01	1
3.908000000e-01	1
3.910000000e-01	1
3.912000000e-01	1
3.914000000e-01	1
3.916000000e-01	1
3.918000000e-01	1
3.920000000e-01	1
3.922000000e-01	1
3.924000000e-01	1
3.926000000e-01	1
3.928000000e-01	1
3.930000000e-01	1
3.932000000e-01	1
3.934000000e-01	1
3.936000000e-01	1
3.938000000e-01	1
3.940000000e-01	1
3.942000000e-01	1
3.944000000e-01	1
3.946000000e-01	1
3.948000000e-01	1
3.950000000e-01	1
3.952000000e-01	1
3.954000000e-01	1
3.956000000e-01	1
3.958000000e-01	1
3.960000000e-01	1
3.962000000e-01	1
3.964000000e-01	1
3.966000000e-01	1
3.968000000e-01	1
3.970000000e-01	1
3.972000000e-01	1
3.974000000e-01	1
3.976000000e-01	1
3.978000000e-01	1
3.980000000e-01	1
3.982000000e-01	1
3.984000000e-01	1
3.986000000e-01	1
3.988000000e-01	1
3.990000000e-01	1
3.992000000e-01	1
3.994000000e-01	1
3.996000000e-01	1
3.998000000e-01	1
4.000000000e-01	1
4.002000000e-01	1
4.004000000e-01	1
4.006000000e-01	1
4.008000000e-01	1
4.010000000e-01	1
4.012000000e-01	1
4.014000000e-01	1
4.016000000e-01	1
4.018000000e-01	1
4.020000000e-01	1
4.022000000e-01	1
4.024000000e-01	1
4.026000000e-01	1
4.028000000e-01	1
4.030000000e-01	1
4.032000000e-01	1
4.034000000e-01	1
4.036000000e-01	1
4.038000000e-01	1
4.040000000e-01	1
4.042000000e-01	1
4.044000000e-01	1
4.046000000e-01	1
4.048000000e-01	1
4.050000000e-01	1
4.052000000e-01	1
4.054000000e-01	1
4.056000000e-01	1
4.058000000e-01	1
4.060000000e-01	1
4.062000000e-01	1
4.064000000e-01	1
4.066000000e-01	1
4.068000000e-01	1
4.070000000e-01	1
4.072000000e-01	1
4.074000000e-01	1
4.076000000e-01	1
4.078000000e-01	1
4.080000000e-01	1
4.082000000e-01	1
4.084000000e-01	1
4.086000000e-01	1
4.088000000e-01	1
4.090000000e-01	1
4.092000000e-01	1
4.094000000e-01	1
4.096000000e-01	1
4.098000000e-01	1
4.100000000e-01	1
4.102000000e-01	1
4.104000000e-01	1
4.106000000e-01	1
4.108000000e-01	1
4.110000000e-01	1
4.112000000e-01	1
4.114000000e-01	1
4.116000000e-01	1
4.118000000e-01	1
4.120000000e-01	1
4.122000000e-01	1
4.124000000e-01	1
4.126000000e-01	1
4.128000000e-01	1
4.130000000e-01	1
4.132000000e-01	1
4.134000000e-01	1
4.136000000e-01	1
4.138000000e-01	1
4.140000000e-01	1
4.142000000e-01	1
4.144000000e-01	1
4.146000000e-01	1
4.148000000e-01	1
4.150000000e-01	1
4.152000000e-01	1
4.154000000e-01	1
4.156000000e-01	1
4.158000000e-01	1
4.160000000e-01	1
4.162000000e-01	1
4.164000000e-01	1
4.166000000e-01	1
4.168000000e-01	1
4.170000000e-01	1
4.172000000e-01	1
4.174000000e-01	1
4.176000000e-01	1
4.178000000e-01	1
4.180000000e-01	1
4.182000000e-01	1
4.184000000e-01	1
4.186000000e-01	1
4.188000000e-01	1
4.190000000e-01	1
4.192000000e-01	1
4.194000000e-01	1
4.196000000e-01	1
4.198000000e-01	1
4.200000000e-01	1
4.202000000e-01	1
4.204000000e-01	1
4.206000000e-01	1
4.208000000e-01	1
4.210000000e-01	1
4.212000000e-01	1
4.214000000e-01	1
4.216000000e-01	1
4.218000000e-01	1
4.220000000e-01	1
4.222000000e-01	1
4.224000000e-01	1
4.226000000e-01	1
4.228000000e-01	1
4.230000000e-01	1
4.232000000e-01	1
4.234000000e-01	1
4.236000000e-01	1
4.238000000e-01	1
4.240000000e-01	1
4.242000000e-01	1
4.244000000e-01	1
4.246000000e-01	1
4.248000000e-01	1
4.250000000e-01	1
4.252000000e-01	1
4.254000000e-01	1
4.256000000e-01	1
4.258000000e-01	1
4.260000000e-01	1
4.262000000e-01	1
4.264000000e-01	1
4.266000000e-01	1
4.268000000e-01	1
4.270000000e-01	1
4.272000000e-01	1
4.274000000e-01	1
4.276000000e-01	1
4.278000000e-01	1
4.280000000e-01	1
4.282000000e-01	1
4.284000000e-01	1
4.286000000e-01	1
4.288000000e-01	1
4.290000000e-01	1
4.292000000e-01	1
4.294000000e-01	1
4.296000000e-01	1
4.298000000e-01	1
4.300000000e-01	1
4.302000000e-01	1
4.304000000e-01	1
4.306000000e-01	1
4.308000000e-01	1
4.310000000e-01	1
4.312000000e-01	1
4.314000000e-01	1
4.316000000e-01	1
4.318000000e-01	1
4.320000000e-01	1
4.322000000e-01	1
4.324000000e-01	1
4.326000000e-01	1
4.328000000e-01	1
4.330000000e-01	1
4.332000000e-01	1
4.334000000e-01	1
4.336000000e-01	1
4.338000000e-01	1
4.340000000e-01	1
4.342000000e-01	1
4.344000000e-01	1
4.346000000e-01	1
4.348000000e-01	1
4.350000000e-01	1
4.352000000e-01	1
4.354000000e-01	1
4.356000000e-01	1
4.358000000e-01	1
4.360000000e-01	1
4.362000000e-01	1
4.364000000e-01	1
4.366000000e-01	1
4.368000000e-01	1
4.370000000e-01	1
4.372000000e-01	1
4.374000000e-01	1
4.376000000e-01	1
4.378000000e-01	1
4.380000000e-01	1
4.382000000e-01	1
4.384000000e-01	1
4.386000000e-01	1
4.388000000e-01	1
4.390000000e-01	1
4.392000000e-01	1
4.394000000e-01	1
4.396000000e-01	1
4.398000000e-01	1
4.400000000e-01	1
4.402000000e-01	1
4.404000000e-01	1
4.406000000e-01	1
4.408000000e-01	1
4.410000000e-01	1
4.412000000e-01	1
4.414000000e-01	1
4.416000000e-01	1
4.418000000e-01	1
4.420000000e-01	1
4.422000000e-01	1
4.424000000e-01	1
4.426000000e-01	1
4.428000000e-01	1
4.430000000e-01	1
4.432000000e-01	1
4.434000000e-01	1
4.436000000e-01	1
4.438000000e-01	1
4.440000000e-01	1
4.442000000e-01	1
4.444000000e-01	1
4.446000000e-01	1
4.448000000e-01	1
4.450000000e-01	1
4.452000000e-01	1
4.454000000e-01	1
4.456000000e-01	1
4.458000000e-01	1
4.460000000e-01	1
4.462000000e-01	1
4.464000000e-01	1
4.466000000e-01	1
4.468000000e-01	1
4.470000000e-01	1
4.472000000e-01	1
4.474000000e-01	1
4.476000000e-01	1
4.478000000e-01	1
4.480000000e-01	1
4.482000000e-01	1
4.484000000e-01	1
4.486000000e-01	1
4.488000000e-01	1
4.490000000e-01	1
4.492000000e-01	1
4.494000000e-01	1
4.496000000e-01	1
4.498000000e-01	1
4.500000000e-01	1
4.502000000e-01	1
4.504000000e-01	1
4.506000000e-01	1
4.508000000e-01	1
4.510000000e-01	1
4.512000000e-01	1
4.514000000e-01	1
4.516000000e-01	1
4.518000000e-01	1
4.520000000e-01	1
4.522000000e-01	1
4.524000000e-01	1
4.526000000e-01	1
4.528000000e-01	1
4.530000000e-01	1
4.532000000e-01	1
4.534000000e-01	1
4.536000000e-01	1
4.538000000e-01	1
4.540000000e-01	1
4.542000000e-01	1
4.544000000e-01	1
4.546000000e-01	1
4.548000000e-01	1
4.550000000e-01	1
4.552000000e-01	1
4.554000000e-01	1
4.556000000e-01	1
4.558000000e-01	1
4.560000000e-01	1
4.562000000e-01	1
4.564000000e-01	1
4.566000000e-01	1
4.568000000e-01	1
4.570000000e-01	1
4.572000000e-01	1
4.574000000e-01	1
4.576000000e-01	1
4.578000000e-01	1
4.580000000e-01	1
4.582000000e-01	1
4.584000000e-01	1
4.586000000e-01	1
4.588000000e-01	1
4.590000000e-01	1
4.592000000e-01	1
4.594000000e-01	1
4.596000000e-01	1
4.598000000e-01	1
4.600000000e-01	1
4.602000000e-01	1
4.604000000e-01	1
4.606000000e-01	1
4.608000000e-01	1
4.610000000e-01	1
4.612000000e-01	1
4.614000000e-01	1
4.616000000e-01	1
4.618000000e-01	1
4.620000000e-01	1
4.622000000e-01	1
4.624000000e-01	1
4.626000000e-01	1
4.628000000e-01	1
4.630000000e-01	1
4.632000000e-01	1
4.634000000e-01	1
4.636000000e-01	1
4.638000000e-01	1
4.640000000e-01	1
4.642000000e-01	1
4.644000000e-01	1
4.646000000e-01	1
4.648000000e-01	1
4.650000000e-01	1
4.652000000e-01	1
4.654000000e-01	1
4.656000000e-01	1
4.658000000e-01	1
4.660000000e-01	1
4.662000000e-01	1
4.664000000e-01	1
4.666000000e-01	1
4.668000000e-01	1
4.670000000e-01	1
4.672000000e-01	1
4.674000000e-01	1
4.676000000e-01	1
4.678000000e-01	1
4.680000000e-01	1
4.682000000e-01	1
4.684000000e-01	1
4.686000000e-01	1
4.688000000e-01	1
4.690000000e-01	1
4.692000000e-01	1
4.694000000e-01	1
4.696000000e-01	1
4.698000000e-01	1
4.700000000e-01	1
4.702000000e-01	1
4.704000000e-01	1
4.706000000e-01	1
4.708000000e-01	1
4.710000000e-01	1
4.712000000e-01	1
4.714000000e-01	1
4.716000000e-01	1
4.718000000e-01	1
4.720000000e-01	1
4.722000000e-01	1
4.724000000e-01	1
4.726000000e-01	1
4.728000000e-01	1
4.730000000e-01	1
4.732000000e-01	1
4.734000000e-01	1
4.736000000e-01	1
4.738000000e-01	1
4.740000000e-01	1
4.742000000e-01	1
4.744000000e-01	1
4.746000000e-01	1
4.748000000e-01	1
4.750000000e-01	1
4.752000000e-01	1
4.754000000e-01	1
4.756000000e-01	1
4.758000000e-01	1
4.760000000e-01	1
4.762000000e-01	1
4.764000000e-01	1
4.766000000e-01	1
4.768000000e-01	1
4.770000000e-01	1
4.772000000e-01	1
4.774000000e-01	1
4.776000000e-01	1
4.778000000e-01	1
4.780000000e-01	1
4.782000000e-01	1
4.784000000e-01	1
4.786000000e-01	1
4.788000000e-01	1
4.790000000e-01	1
4.792000000e-01	1
4.794000000e-01	1
4.796000000e-01	1
4.798000000e-01	1
4.800000000e-01	1
4.802000000e-01	1
4.804000000e-01	1
4.806000000e-01	1
4.808000000e-01	1
4.810000000e-01	1
4.812000000e-01	1
4.814000000e-01	1
4.816000000e-01	1
4.818000000e-01	1
4.820000000e-01	1
4.822000000e-01	1
4.824000000e-01	1
4.826000000e-01	1
4.828000000e-01	1
4.830000000e-01	1
4.832000000e-01	1
4.834000000e-01	1
4.836000000e-01	1
4.838000000e-01	1
4.840000000e-01	1
4.842000000e-01	1
4.844000000e-01	1
4.846000000e-01	1
4.848000000e-01	1
4.850000000e-01	1
4.852000000e-01	1
4.854000000e-01	1
4.856000000e-01	1
4.858000000e-01	1
4.860000000e-01	1
4.862000000e-01	1
4.864000000e-01	1
4.866000000e-01	1
4.868000000e-01	1
4.870000000e-01	1
4.872000000e-01	1
4.874000000e-01	1
4.876000000e-01	1
4.878000000e-01	1
4.880000000e-01	1
4.882000000e-01	1
4.884000000e-01	1
4.886000000e-01	1
4.888000000e-01	1
4.890000000e-01	1
4.892000000e-01	1
4.894000000e-01	1
4.896000000e-01	1
4.898000000e-01	1
4.900000000e-01	1
4.902000000e-01	1
4.904000000e-01	1
4.906000000e-01	1
4.908000000e-01	1
4.910000000e-01	1
4.912000000e-01	1
4.914000000e-01	1
4.916000000e-01	1
4.918000000e-01	1
4.920000000e-01	1
4.922000000e-01	1
4.924000000e-01	1
4.926000000e-01	1
4.928000000e-01	1
4.930000000e-01	1
4.932000000e-01	1
4.934000000e-01	1
4.936000000e-01	1
4.938000000e-01	1
4.940000000e-01	1
4.942000000e-01	1
4.944000000e-01	1
4.946000000e-01	1
4.948000000e-01	1
4.950000000e-01	1
4.952000000e-01	1
4.954000000e-01	1
4.956000000e-01	1
4.958000000e-01	1
4.960000000e-01	1
4.962000000e-01	1
4.964000000e-01	1
4.966000000e-01	1
4.968000000e-01	1
4.970000000e-01	1
4.972000000e-01	1
4.974000000e-01	1
4.976000000e-01	1
4.978000000e-01	1
4.980000000e-01	1
4.982000000e-01	1
4.984000000e-01	1
4.986000000e-01	1
4.988000000e-01	1
4.990000000e-01	1
4.992000000e-01	1
4.994000000e-01	1
4.996000000e-01	1
4.998000000e-01	1
5.000000000e-01	1
5.002000000e-01	1
5.004000000e-01	1
5.006000000e-01	1
5.008000000e-01	1
5.010000000e-01	1
5.012000000e-01	1
5.014000000e-01	1
5.016000000e-01	1
5.018000000e-01	1
5.020000000e-01	1
5.022000000e-01	1
5.024000000e-01	1
5.026000000e-01	1
5.028000000e-01	1
5.030000000e-01	1
5.032000000e-01	1
5.034000000e-01	1
5.036000000e-01	1
5.038000000e-01	1
5.040000000e-01	1
5.042000000e-01	1
5.044000000e-01	1
5.046000000e-01	1
5.048000000e-01	1
5.050000000e-01	1
5.052000000e-01	1
5.054000000e-01	1
5.056000000e-01	1
5.058000000e-01	1
5.060000000e-01	1
5.062000000e-01	1
5.064000000e-01	1
5.066000000e-01	1
5.068000000e-01	1
5.070000000e-01	1
5.072000000e-01	1
5.074000000e-01	1
5.076000000e-01	1
5.078000000e-01	1
5.080000000e-01	1
5.082000000e-01	1
5.084000000e-01	1
