x	y	
4.060437486e-01	3.772820543e-01
3.772820543e-01	9.794872790e-01
9.794872790e-01	2.426973936e-01
2.426973936e-01	1.509481809e-02
1.509481809e-02	6.986076174e-01
6.986076174e-01	4.982253590e-01
4.982253590e-01	6.736089227e-01
6.736089227e-01	3.451640417e-01
3.451640417e-01	1.720482009e-01
1.720482009e-01	6.141130857e-01
6.141130857e-01	3.986317554e-01
3.986317554e-01	8.039138186e-01
8.039138186e-01	3.795488907e-01
3.795488907e-01	7.820587562e-02
7.820587562e-02	4.061515980e-01
4.061515980e-01	1.899083067e-01
1.899083067e-01	7.889101770e-01
7.889101770e-01	2.133443743e-01
2.133443743e-01	6.788989486e-01
6.788989486e-01	2.546284628e-01
2.546284628e-01	5.405748764e-01
5.405748764e-01	4.419472788e-01
4.419472788e-01	8.079143287e-01
8.079143287e-01	6.161219895e-01
6.161219895e-01	1.622774611e-01
1.622774611e-01	3.972887943e-01
3.972887943e-01	2.327666172e-01
2.327666172e-01	1.085352451e-01
1.085352451e-01	1.518645883e-01
1.518645883e-01	3.881360853e-01
3.881360853e-01	4.031856970e-01
4.031856970e-01	3.420093867e-01
3.420093867e-01	1.517618071e-01
1.517618071e-01	6.606920360e-01
6.606920360e-01	2.510489492e-01
2.510489492e-01	3.796891767e-01
3.796891767e-01	4.359935315e-01
4.359935315e-01	7.432831846e-01
7.432831846e-01	3.604834268e-01
3.604834268e-01	6.449536992e-01
6.449536992e-01	7.368216392e-01
7.368216392e-01	7.612905217e-01
7.612905217e-01	9.798471355e-03
9.798471355e-03	6.829080599e-01
6.829080599e-01	6.357624282e-01
6.357624282e-01	2.591312543e-01
2.591312543e-01	2.189907395e-01
2.189907395e-01	5.773593972e-01
5.773593972e-01	6.793892978e-01
6.793892978e-01	4.959283413e-01
4.959283413e-01	6.763202886e-02
6.763202886e-02	6.915091261e-01
6.915091261e-01	1.938819635e-01
1.938819635e-01	5.741600397e-01
5.741600397e-01	9.077871078e-01
9.077871078e-01	1.779211239e-01
1.779211239e-01	3.203291438e-01
3.203291438e-01	7.719200970e-01
7.719200970e-01	6.610695108e-01
6.610695108e-01	5.952682246e-01
5.952682246e-01	6.730515783e-01
6.730515783e-01	9.778765915e-01
9.778765915e-01	1.718731030e-01
1.718731030e-01	6.712417168e-01
6.712417168e-01	5.595341621e-01
5.595341621e-01	9.066204219e-02
9.066204219e-02	7.569430353e-01
7.569430353e-01	9.415941518e-01
9.415941518e-01	3.729085095e-01
3.729085095e-01	4.733193356e-01
4.733193356e-01	7.807335168e-02
7.807335168e-02	1.788216914e-01
1.788216914e-01	4.561672786e-01
4.561672786e-01	8.034507259e-01
8.034507259e-01	5.963498841e-01
5.963498841e-01	8.525021071e-01
8.525021071e-01	2.913792619e-03
2.913792619e-03	9.721125471e-01
9.721125471e-01	2.955795733e-01
2.955795733e-01	8.058880697e-01
8.058880697e-01	5.607875015e-01
5.607875015e-01	1.555383895e-01
