t	u_x	
0	0.000000000e+00
1	1.000000000e-03
2	2.000000000e-03
3	3.000000000e-03
4	2.000000000e-03
5	3.000000000e-03
6	2.000000000e-03
7	1.000000000e-03
8	0.000000000e+00
9	1.000000000e-03
10	2.000000000e-03
11	3.000000000e-03
12	2.000000000e-03
13	1.000000000e-03
14	2.000000000e-03
15	3.000000000e-03
16	4.000000000e-03
17	3.000000000e-03
18	4.000000000e-03
19	5.000000000e-03
20	4.000000000e-03
21	5.000000000e-03
22	4.000000000e-03
23	3.000000000e-03
24	2.000000000e-03
25	3.000000000e-03
26	2.000000000e-03
27	1.000000000e-03
28	2.000000000e-03
29	3.000000000e-03
30	4.000000000e-03
31	5.000000000e-03
32	6.000000000e-03
33	5.000000000e-03
34	4.000000000e-03
35	3.000000000e-03
36	4.000000000e-03
37	3.000000000e-03
38	4.000000000e-03
39	3.000000000e-03
40	2.000000000e-03
41	3.000000000e-03
42	2.000000000e-03
43	3.000000000e-03
44	4.000000000e-03
45	5.000000000e-03
46	4.000000000e-03
47	5.000000000e-03
48	4.000000000e-03
49	3.000000000e-03
50	4.000000000e-03
51	5.000000000e-03
52	4.000000000e-03
53	5.000000000e-03
54	4.000000000e-03
55	5.000000000e-03
56	6.000000000e-03
57	7.000000000e-03
58	6.000000000e-03
59	7.000000000e-03
60	8.000000000e-03
61	7.000000000e-03
62	6.000000000e-03
63	5.000000000e-03
64	6.000000000e-03
65	7.000000000e-03
66	8.000000000e-03
67	7.000000000e-03
68	6.000000000e-03
69	7.000000000e-03
70	6.000000000e-03
71	7.000000000e-03
72	6.000000000e-03
73	5.000000000e-03
74	4.000000000e-03
75	3.000000000e-03
76	4.000000000e-03
77	3.000000000e-03
78	2.000000000e-03
79	3.000000000e-03
80	2.000000000e-03
81	3.000000000e-03
82	2.000000000e-03
83	3.000000000e-03
84	2.000000000e-03
85	3.000000000e-03
86	4.000000000e-03
87	5.000000000e-03
88	4.000000000e-03
89	3.000000000e-03
90	2.000000000e-03
91	3.000000000e-03
92	2.000000000e-03
93	3.000000000e-03
94	4.000000000e-03
95	3.000000000e-03
96	2.000000000e-03
97	3.000000000e-03
98	2.000000000e-03
99	3.000000000e-03
